INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Escola Pública,ALUNO-396,"6,00",A,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","6,08","7,50","4,98","7,18",Não,"6,33","5,00"
Rede Decisão/União,ALUNO-397,,,,,,,,,,,,,,,
,ALUNO-398,"0,00",H,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","5,90","5,63","5,56","5,31",Não,"7,99","10,00"
Escola Pública,ALUNO-399,,,,,,,,,,,,,,,
Escola Pública,ALUNO-400,,,,,,,,,,,,,,,
Escola Pública,ALUNO-401,,,,,,,,,,,,,,,
,ALUNO-402,"0,00",N,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","7,66","7,50","5,25","6,00",Não,"6,99","10,00"
,ALUNO-403,"4,00",B,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","5,28","6,25","3,94","7,30",Não,"6,96","10,00"
Rede Decisão/União,ALUNO-404,"5,00",L,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,66","8,13","8,51","8,43",Sim,"9,08","10,00"
,ALUNO-405,"1,00",L,"7,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,40","7,50","3,91","5,83",Não,"6,83","10,00"
Escola Pública,ALUNO-406,"1,00",C,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,16","7,50","9,16","6,25",Não,"7,83","5,00"
Rede Decisão/União,ALUNO-407,"5,00",L,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,61","8,13","7,72","8,90",Sim,"9,58","10,00"
Escola Pública,ALUNO-408,,,,,,,,,,,,,,,
,ALUNO-409,"2,00",U,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","5,75","8,39","5,00","5,50","6,04",Não,"7,11","5,00"
,ALUNO-410,"0,00",V,"5,10",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","5,13","7,50","5,36","5,31",Não,"6,58","5,00"
,ALUNO-411,"0,00",O,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,38","7,50","4,16","6,00",Não,"7,42","10,00"
,ALUNO-412,"1,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,39","7,50","5,75","6,04",Não,"7,05","10,00"
,ALUNO-413,"2,00",U,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,69","7,50","3,25","6,25",Não,"7,55","5,00"
Escola Pública,ALUNO-414,,,,,,,,,,,,,,,
,ALUNO-415,"4,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,70","7,50","3,66","7,00",Não,"6,70","2,50"
Escola Pública,ALUNO-416,"3,00",G,"7,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","8,13","5,63","6,28","7,50",Não,"6,62","5,00"
,ALUNO-417,"1,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,00","7,50","6,75","6,00",Não,"6,83","10,00"
,ALUNO-418,"0,00",J,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,49","5,63","5,41","6,00",Não,"6,99","5,00"
,ALUNO-419,"4,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","8,25","7,50","5,16","7,50",Não,"6,83","5,00"
,ALUNO-420,"1,00",L,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,23","7,50","9,08","6,25",Sim,"8,56","5,00"
Escola Pública,ALUNO-421,"5,00",A,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,10","6,14","5,00","5,61","4,00",Não,"4,37","5,00"
,ALUNO-422,"1,00",H,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,10","7,50","7,08","6,00",Não,"8,08","5,00"
,ALUNO-423,,,,,,,,,,,,,,,
Escola Pública,ALUNO-424,"2,00",I,"6,70",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,67","6,25","5,41","6,66",Não,"7,33","5,00"
Escola Pública,ALUNO-425,"4,00",F,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","6,34","7,50","4,61","7,00",Não,"6,66","5,00"
Escola Pública,ALUNO-426,,,,,,,,,,,,,,,
,ALUNO-427,"0,00",K,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,20","6,88","9,51","6,00",Não,"8,08","10,00"
,ALUNO-428,"1,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,33","7,50","7,83","6,25",Não,"7,92","5,00"
,ALUNO-429,"2,00",B,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","7,74","7,50","5,75","6,04",Não,"7,50","5,00"
,ALUNO-430,"0,00",Q,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,30","7,50","6,33","5,31",Não,"7,66","5,00"
Escola Pública,ALUNO-431,,,,,,,,,,,,,,,
,ALUNO-432,"1,00",H,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,90","7,22","5,00","3,75","3,00",Não,"3,75","5,00"
,ALUNO-433,"2,00",D,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,00","10,00","7,50","7,50","6,25",Sim,"8,44","10,00"
,ALUNO-434,"3,00",N,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","10,00","6,88","6,05","8,00",Sim,"8,39","5,00"
Escola Pública,ALUNO-435,,,,,,,,,,,,,,,
,ALUNO-436,"2,00",Q,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","5,60","7,50","4,75","6,25",Não,"7,16","5,00"
Escola Pública,ALUNO-437,"1,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,77","7,50","8,75","5,83",Não,"7,55","5,00"
,ALUNO-438,"7,00",A,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","4,52","7,50","3,30","7,90",Não,"7,22","5,00"
Escola Pública,ALUNO-439,,,,,,,,,,,,,,,
,ALUNO-440,,,,,,,,,,,,,,,
Escola Pública,ALUNO-441,"3,00",M,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","5,76","5,63","6,34","7,30",Não,"6,04","10,00"
Escola Pública,ALUNO-442,,,,,,,,,,,,,,,
Escola Pública,ALUNO-443,,,,,,,,,,,,,,,
,ALUNO-444,"2,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","9,34","7,50","5,93","6,45",Não,"7,67","5,00"
Escola Pública,ALUNO-445,,,,,,,,,,,,,,,
,ALUNO-446,"0,00",Q,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","9,56","7,50","7,83","6,00",Não,"7,91","5,00"
Escola Pública,ALUNO-447,"1,00",R,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,89","5,63","7,41","6,04",Não,"7,61","5,00"
Escola Pública,ALUNO-448,"2,00",P,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,10","7,50","5,58","7,00",Sim,"8,50","5,00"
Escola Pública,ALUNO-449,"2,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,27","7,50","6,16","6,45",Não,"8,05","10,00"
Escola Pública,ALUNO-450,"5,00",C,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","1,95","7,50","1,16","5,00",Não,"5,83","5,00"
Escola Pública,ALUNO-451,,,,,,,,,,,,,,,
,ALUNO-452,"1,00",R,"7,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","6,90","8,70","5,63","6,91","6,25",Não,"7,50","5,00"
Escola Pública,ALUNO-453,,,,,,,,,,,,,,,
,ALUNO-454,"5,00",C,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","7,53","7,50","7,75","7,70",Sim,"8,66","5,00"
Escola Pública,ALUNO-455,"2,00",I,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,55","7,50","8,08","6,66",Não,"7,77","10,00"
,ALUNO-456,"1,00",R,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,30","7,50","7,75","7,00",Não,"8,33","5,00"
Escola Pública,ALUNO-457,,,,,,,,,,,,,,,
Escola Pública,ALUNO-458,,,,,,,,,,,,,,,
Escola Pública,ALUNO-459,,,,,,,,,,,,,,,
Escola Pública,ALUNO-460,,,,,,,,,,,,,,,
,ALUNO-461,"1,00",H,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,00","7,50","7,41","6,56",Sim,"8,83","5,00"
Escola Pública,ALUNO-462,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-463,"5,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,10","9,20","5,00","6,00","7,18",Não,"7,45","10,00"
Escola Pública,ALUNO-464,,,,,,,,,,,,,,,
,ALUNO-465,"1,00",H,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,99","7,50","8,00","6,56",Sim,"8,75","5,00"
Escola Pública,ALUNO-466,,,,,,,,,,,,,,,
Escola Pública,ALUNO-467,,,,,,,,,,,,,,,
Escola Pública,ALUNO-468,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-469,"4,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","8,23","5,63","5,35","8,00",Não,"8,00","10,00"
,ALUNO-470,"1,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,25","6,88","7,50","5,93",Sim,"8,41","5,00"
,ALUNO-471,"1,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,82","7,50","6,75","6,00",Não,"6,08","5,00"
Escola Pública,ALUNO-472,,,,,,,,,,,,,,,
Escola Pública,ALUNO-473,,,,,,,,,,,,,,,
Escola Pública,ALUNO-474,"2,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,69","7,50","3,66","6,25",Não,"6,94","5,00"
,ALUNO-475,"3,00",B,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","6,20","5,00","3,16","6,40",Não,"3,75","5,00"
Escola Pública,ALUNO-476,,,,,,,,,,,,,,,
Escola Pública,ALUNO-477,"2,00",M,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","6,77","5,00","5,08","6,45",Não,"6,61","5,00"
Escola Pública,ALUNO-478,,,,,,,,,,,,,,,
,ALUNO-479,"6,00",A,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","0,00","3,97","8,75","3,73","5,50",Não,"7,61","5,00"
,ALUNO-480,"0,00",H,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","5,90","8,13","5,00","4,00",Não,"5,49","10,00"
,ALUNO-481,"0,00",O,"7,50",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,86","7,50","7,83","5,31",Não,"7,42","5,00"
Escola Pública,ALUNO-482,"3,00",F,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","10,00","7,50","7,66","8,60",Sim,"9,12","5,00"
Rede Decisão/União,ALUNO-483,"3,00",F,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,60","9,66","5,63","8,16","8,43",Sim,"8,71","10,00"
FIAP,ALUNO-484,,,,,,,,,,,,,,,
,ALUNO-485,,,,,,,,,,,,,,,
Escola Pública,ALUNO-486,"3,00",C,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","4,77","5,63","6,00","5,31",Não,"3,75","5,00"
Escola Pública,ALUNO-487,,,,,,,,,,,,,,,
Escola Pública,ALUNO-488,,,,,,,,,,,,,,,
,ALUNO-489,"1,00",N,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","9,16","7,50","7,75","5,83",Não,"7,33","5,00"
Rede Decisão/União,ALUNO-490,"4,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,24","5,63","6,72","7,70",Não,"7,41","2,50"
Escola Pública,ALUNO-491,"2,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,44","7,50","5,50","6,25",Não,"6,83","5,00"
Escola Pública,ALUNO-492,,,,,,,,,,,,,,,
,ALUNO-493,"1,00",U,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,90","8,67","7,50","5,75","5,00",Não,"5,25","5,00"
,ALUNO-494,,,,,,,,,,,,,,,
FIAP,ALUNO-495,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-496,"5,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,60","8,90","7,50","6,15","6,45",Não,"7,50","10,00"
,ALUNO-497,"3,00",N,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","5,60","7,50","6,77","7,50",Não,"5,94","10,00"
,ALUNO-498,"3,00",E,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","4,25","7,50","2,55","6,25",Não,"0,49","10,00"
Rede Decisão/União,ALUNO-499,"2,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,97","8,13","7,50","6,25",Sim,"8,50","5,00"
